time,temperature,co2_ppm,time_ordinal,time_scaled,temperature_scaled,co2_scaled
1860-10-01,-0.3800026666395718,284.2917923030147,3926,0.06557650871068499,0.3199044774519285,0.024498269732518008
1860-11-01,-0.4238662232823483,285.52012195728446,3957,0.06609430590121765,0.3030576962077397,0.03496163895719073
1860-12-01,-0.937872023437484,286.3165749594606,3987,0.06659539995657185,0.10564225760162643,0.041746122098910377
1861-01-01,-0.9418007577271028,286.82571084057844,4018,0.06711319714710451,0.10413333921448392,0.04608313105342621
1861-02-01,-0.572857426208924,287.1635050272059,4049,0.06763099433763717,0.2458342880957593,0.04896058767457401
1861-03-01,-0.5220694761240368,287.48438486876313,4077,0.06809868212263441,0.26534053771178945,0.051693961608271
1861-04-01,-0.5492862047928073,287.7142107918822,4108,0.06861647931316707,0.2548873435533826,0.05365170437108446
1861-05-01,-0.4395856431995867,287.67603207482233,4138,0.06911757336852127,0.29702030095527626,0.053326483847641715
1861-06-01,-0.3456817509422261,286.86575252580053,4169,0.06963537055905393,0.33308619373549964,0.04642422103313981
1861-07-01,-0.2013843202719259,284.9017310592275,4199,0.07013646461440812,0.3885068534963716,0.029693955099640235
1861-08-01,-0.0996969015979004,283.05114517400295,4230,0.07065426180494078,0.42756218390742406,0.013929975672974937
1861-09-01,-0.3205259478913246,283.1233510288191,4261,0.07117205899547345,0.3427478432563491,0.01454505202198142
1861-10-01,-0.4641272848228071,284.4800261043031,4291,0.07167315305082764,0.28759453388474937,0.026101715319456265
1861-11-01,-0.2493715346693636,285.70540143283796,4322,0.0721909502413603,0.37007628914301893,0.03653991849781013
1861-12-01,-0.4118635625356495,286.49882778450296,4352,0.07269204429671448,0.3076675868646832,0.04329861950384517
1862-01-01,-1.0059509353046718,287.00509397671544,4383,0.07320984148724716,0.0794950268854916,0.04761118338006076
1862-02-01,-0.698735961110548,287.33973433506344,4414,0.07372763867777982,0.19748781774231428,0.050461774517953195
1862-03-01,-0.5855276371885025,287.6575701202581,4442,0.07419532646277706,0.2409680098222251,0.053169218046443145
1862-04-01,-0.619647530746122,287.88449763074334,4473,0.07471312365330972,0.2278635005932663,0.05510227105154586
1862-05-01,-0.3577688740710919,287.84359523773196,4503,0.0752142177086639,0.3284438634091668,0.05475384924249571
1862-06-01,-0.3557435869055952,287.03066066506466,4534,0.07573201489919658,0.32922172030097463,0.04782896994828345
1862-07-01,-0.304004276260148,285.0650022803413,4564,0.07623310895455077,0.34909336124581636,0.031084760136658396
1862-08-01,-0.5095051078506079,283.214283425131,4595,0.07675090614508343,0.2701661647237008,0.015319648022158017
1862-09-01,-0.4925245489249026,283.28628350764143,4626,0.07726870333561608,0.27668792865532044,0.015932971526068318
1862-10-01,-0.4633405373909248,284.6427761096719,4656,0.07776979739097029,0.28789670185501426,0.027488080446742558
1862-11-01,-0.4022638602258126,285.8684623562848,4687,0.07828759458150295,0.31135456752017887,0.03792893214101989
1862-12-01,-1.0420494810942411,286.6630072092127,4717,0.07878868863685713,0.06563057195533362,0.044697160957160254
1863-01-01,-0.0913718806231909,287.16980248062697,4748,0.07930648582738979,0.4307595946499319,0.04901423172695907
1863-02-01,-0.0393994217799245,287.5057099697914,4779,0.07982428301792246,0.45072078138145305,0.05187561675681884
1863-03-01,-0.2976914790682303,287.824887397201,4807,0.08029197080291971,0.351517932381196,0.05459448889310492
1863-04-01,-0.2081485629930717,288.05320048438176,4838,0.08080976799345237,0.3859088945954601,0.056539344756262544
1863-05-01,-0.2116367039130239,288.0135226148441,4868,0.08131086204880655,0.3845691959589379,0.05620135389397385
1863-06-01,-0.3148025356336211,287.20174916302716,4899,0.08182865923933921,0.34494604790858674,0.04928636545937737
1863-07-01,-0.371617274818674,285.2369394641452,4929,0.08232975329469341,0.32312507496990794,0.032549385069661874
1863-08-01,-0.3751207852488088,283.386688761299,4960,0.08284755048522607,0.3217794733288031,0.01678826085126195
1863-09-01,-0.4275357992022439,283.4593740943626,4991,0.08336534767575873,0.30164831339628895,0.017407421574459736
