time,co2_ppm,co2_scaled,time_ordinal,time_scaled,predicted_temperature
2025-11-01,407.0658370172218,0.5399239543726218,4322,0.5399800099950025,0.1427494
2025-12-01,407.12357588218686,0.543726235741449,4352,0.543728135932034,0.14955159
2026-01-01,407.1813147471519,0.5475285171102691,4383,0.5476011994002998,0.15646395
2026-02-01,407.2390536121169,0.5513307984790892,4414,0.5514742628685657,0.16337617
2026-03-01,407.2967924770819,0.5551330798479093,4442,0.5549725137431284,0.16995876
2026-04-01,407.354531342047,0.5589353612167329,4473,0.5588455772113943,0.17687097
2026-05-01,407.412270207012,0.562737642585553,4503,0.5625937031484257,0.1836733
2026-06-01,407.470009071977,0.5665399239543767,4534,0.5664667666166916,0.19058552
2026-07-01,407.527747936942,0.5703422053231932,4564,0.5702148925537232,0.19738786
2026-08-01,407.5854868019071,0.5741444866920205,4595,0.574087956021989,0.20430008
2026-09-01,407.64322566687207,0.577946768060837,4626,0.5779610194902548,0.21121244
2026-10-01,407.70096453183714,0.5817490494296607,4656,0.5817091454272864,0.21801479
2026-11-01,407.75870339680216,0.5855513307984843,4687,0.5855822088955522,0.22492701
2026-12-01,407.8164422617672,0.5893536121673044,4717,0.5893303348325837,0.23172934
2027-01-01,407.8741811267322,0.5931558935361245,4748,0.5932033983008496,0.23864171
2027-02-01,407.9319199916972,0.5969581749049446,4779,0.5970764617691154,0.24555393
2027-03-01,407.98965885666223,0.6007604562737647,4807,0.6005747126436781,0.25213635
2027-04-01,408.0473977216273,0.6045627376425884,4838,0.604447776111944,0.25904873
2027-05-01,408.1051365865923,0.608365019011412,4868,0.6081959020489754,0.26585108
2027-06-01,408.1628754515573,0.6121673003802286,4899,0.6120689655172413,0.27276328
2027-07-01,408.2206143165224,0.6159695817490558,4929,0.6158170914542729,0.27956563
2027-08-01,408.2783531814874,0.6197718631178724,4960,0.6196901549225388,0.28647783
2027-09-01,408.3360920464524,0.6235741444866925,4991,0.6235632183908045,0.29339007
2027-10-01,408.3938309114174,0.6273764258555126,5021,0.6273113443278361,0.30019253
2027-11-01,408.4515697763825,0.6311787072243398,5052,0.631184407796102,0.30710492
2027-12-01,408.5093086413475,0.6349809885931599,5082,0.6349325337331334,0.31390712
2028-01-01,408.5670475063125,0.63878326996198,5113,0.6388055972013993,0.32081947
2028-02-01,408.6247863712776,0.6425855513308036,5144,0.6426786606696652,0.3277317
2028-03-01,408.68252523624255,0.6463878326996202,5173,0.6463018490754623,0.33442417
2028-04-01,408.7402641012076,0.6501901140684438,5204,0.6501749125437282,0.3413364
2028-05-01,408.7980029661727,0.6539923954372711,5234,0.6539230384807596,0.34813562
2028-06-01,408.85574183113766,0.6577946768060876,5265,0.6577961019490255,0.35504302
2028-07-01,408.9134806961027,0.6615969581749077,5295,0.6615442278860569,0.36184055
2028-08-01,408.9712195610677,0.6653992395437278,5326,0.6654172913543228,0.3687481
2028-09-01,409.0289584260327,0.6692015209125479,5357,0.6692903548225887,0.37565568
2028-10-01,409.0866972909977,0.673003802281368,5387,0.6730384807596201,0.38245305
